"";"Author";"Comment";"Time";"NumberOfVotes";"Rate.Positive";"Rate.Negative";"Author.Parent";"NumberOfResponses";"LinkToResponses"
"284";"~ola :";"Tu nie chodzi o jad. Ktoú kto ma dziecko po 40 albo siÍ leczy≥ bo wczeúniej nie mÛg≥, rozumiem, albo wpadka z kolejnym dzieckiem, teø siÍ zdarza. W przeciwnym razie to g≥upota decydujπc siÍ na dziecko kiedy juz ca≥kiem blisko do staroúci. Nie ten organizm, si≥y i moøliwoúci zapewnienia dziecku w≥aúciwej opieki, aø do usamodzielnienia siÍ. A potem co mloda osoba zamiast øyÊ po 20stce musi siÍ poúwiÍcaÊ opiece nad rodzicami. Czysty egoizm lub brak wyobraüni";"23†sty†12:55";"Liczba g≥osÛw:37";"32%";"67%";NA;"67%";"#mark"
"285";"~Nie mama";"Masz bardzo prymitywne rozumowanie. Jak moøesz byÊ tak ograniczona bÍdπc matkπ?!";"3†sty†21:18";"Liczba g≥osÛw:19";"84%";"15%";"~MAMA:";"84%";"#mark"
"286";"~ELA :";"KALISZ DOBRZE ZE ZA SCIANA MASZ JEDRNEGO SASIADA GRUBASIE OCHYDNY";"3†sty†15:54";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"287";"~The End :";"Koniec úwiata. Zatwardzia≥y komuch w stylizacji z okazji úwiπt Boøego Narodzenia. Ha ha ha ten jego bachor w nastÍpnym roku w ø≥Ûbku bÍdzie leøa≥ na zdjÍciu do ""Faktu""";"3†sty†13:42";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"288";"~BBEEMMII :";"""Drugπ cÛrkÍ Le≠onie uro≠dzi≠≥a jak mia≥a 46 lat "" Po polski???...";"3†sty†12:15";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"289";"~ja :";"No no Rysiu ogier z ciebie";"5†lis†14†22:39";"Liczba g≥osÛw:1";"0%";"100%";NA;"100%";"#mark"
"290";"~rita :";"Prawda jest tez fakt,ze niektorzy panowie bardzo pozno dorastaja do ojcostwa.Mojemu sasiadowi urodzilo sie dziecko jak skonczyl 60-lat.Taki szczesliwy,ze az smieszny.Ktos powie jego wybor.Zapewne bedzie to pan,w podobnym nazwijmy to ""kaliszowym"" wieku.Ja opowiadam sie za ojcostwem panow do 40-stki.Pozdrawiam.";"26†wrz†14†18:16";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"291";"~ola";"w≥aúnie to jest znak, øe forma, mimo wieku jest doskona≥a:) zazdroszczπ, øe ktoú w takiej dobrej formie, a ja w≥aúnie nawet jakbym mia≥a dziecko w wieku 40 lat chcÍ urodziÊ naturalnie, bo wiek to nie ten w dowodzie, tylko ten, co czujemy:)";"8†lip†14†11:19";"Liczba g≥osÛw:5";"80%";"20%";"~siarenka:";"80%";"#mark"
"292";"~ola :";"To jest ok, ja mam dwie cÛrki urodzone wczeúnie wzglÍdnie: 24 lata, a poniewaø tak øycie siÍ toczy dziwnie synek przyjdzie na úwiat dopiero po 35 urodzinach, i jest super:)";"8†lip†14†11:12";"Liczba g≥osÛw:11";"63%";"36%";NA;"63%";"#mark"
"293";"~do Reny- :";"A moze ta pierwsza bliüniaczka to zmarzluch..po prostu...Ale tak powaønie to tez po oczach mi to da≥o....";"14†sty†14†22:15";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"294";"~biurk :";"dobny do kalisza?  moøe byÊ . trzymaj sie tata i ma≥ego Ignacego tyø";"14†sty†14†21:35";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"295";"~Rena :";"Na foto nr 5 .... Mamusia z bliüniaczkami.... jakoú dziwnie wyglπda ta trÛjka... Dla jednej z dziewczynek najwyraüniej zabrak≥o cieplejszego ubranka i bucikÛw !!! Letnia sukieneczka, bose nÛøki i japonki !!! Nie wiem co myúleÊ.....";"14†sty†14†20:18";"Liczba g≥osÛw:5";"60%";"40%";NA;"60%";"#mark"
"296";"~ANNA :";"KALISZ B DZIESZ KOCHA£ JAK SWOJE";"14†sty†14†19:34";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"297";"~iza :";"O dziadek z wnukiem, na wywiadÛwki bÍdzie chodziÊ o balkoniku";"14†sty†14†19:13";"Liczba g≥osÛw:7";"14%";"85%";NA;"85%";"#mark"
"298";"~AG";"W wieku 20 lat moøna mieÊ i pracÍ i mieszkanie a przecieø ojciec dziecka to nie tylko do zap≥odnienia s≥uøy.";"14†sty†14†19:08";"Liczba g≥osÛw:6";"66%";"33%";"~Zuza:";"66%";"#mark"
"299";"~magda";"Ale co lepsze tatuú z niemowlaczkiem po 40 czy mamuúka.";"14†sty†14†19:05";"Liczba g≥osÛw:0";"0%";"0%";"~kolka:";NA;NA
"300";"~kibic :";"spokojnie niech podroúnie i siÍ zobaczy do kogo dzieciÍ bedzie podobne bo nie daj boze do rysia k";"14†sty†14†19:04";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"301";"~MAMA";"Wyluzuj wiek matki ma jednak znaczenie i nie opowiadaj g≥upot nikt nie chce mieÊ matki 50 letniej ktÛra biega po placu zabaw i coú udaje chyba babciÍ . A to chyba normalne øe dzieci dorastajπ wyfruwajπ z domu zak≥adajπ w≥asne rodziny .";"14†sty†14†19:04";"Liczba g≥osÛw:18";"27%";"72%";"~sad:";"72%";"#mark"
"302";"~Alicja :";"Mam 42 lata i jestem Babcia !!!!! i jak ie na spacer z wnuczkiem to wszyscy myúlπ ,ze to moje dziecko  Super ..";"14†sty†14†18:59";"Liczba g≥osÛw:19";"31%";"68%";NA;"68%";"#mark"
"303";"~Alicja :";"Mam 42 lata i jestem Babcia !!!!!";"14†sty†14†18:57";"Liczba g≥osÛw:6";"16%";"83%";NA;"83%";"#mark"
"304";"~MAMA";"Dziecko to NIE ZABAWKA i ko≥o czterdziechy to ty daj spokÛj poniaÒcz albo zaopiekuj siÍ dzieckiem siostry ,koleøanki czy sπsiadki bo iloúÊ kasy nie úwiadczy øe moøna sobie wszystko kupiÊ czy zrobiÊ.";"14†sty†14†18:53";"Liczba g≥osÛw:28";"10%";"89%";"~siarenka:";"89%";"#mark"
"305";"~ot co";"Od standarDÛw odbiega niestety Twoja pisownia. Nie oceniaj. Øycie bowiem rÛønie siÍ uk≥ada.";"14†sty†14†18:49";"Liczba g≥osÛw:3";"100%";"0%";"famija:";"100%";"#mark"
"306";"~syncio :";"Z bogatym dziadkiem i babciπ na zakupy o tak ale przyznaÊ siÍ øe to mÛj ojciec czy mamcia to jednak niektÛrym bardzo trudno .";"14†sty†14†18:49";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"307";"~Nieco starszy :";"Jak tylko ma czym muchy ognaÊ, za co kupiÊ chleb i do chleba ,tp co stoi na przeszkodzie?";"14†sty†14†18:36";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"308";"~stara@";"No sama mπdroúÊ przez ciebie przemawia.";"14†sty†14†18:31";"Liczba g≥osÛw:0";"0%";"0%";"~bolek i lolek na drutach:";NA;NA
"309";"~mama :";"kaødy tata powinien zrobiÊ badania DNA , bo tylko rodzicielka wie kto jest dawcπ";"14†sty†14†18:12";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"310";"~MERY :";"Lepiej byÊ starszym ,dojrzalszym rodzicem ,niø m≥odym sfrustrowanym i nie odpowiedzialnym?. Ale øycie jest nie przewidywalne ,a dziecko to wielkie szczÍúcie i dar w kaødym wieku. Najwaøniejsze øeby mia≥o kochajπcych rodzicÛw ,a ile majπ lat nie istotne !. MÛj mπø mia≥ juø doros≥e dzieci ,gdy znÛw zosta≥ ojcem i odm≥odnia≥ bardzo, a ma prawie 50 l. Powinien prÍdzej byÊ dziadkiem ! ,a jest ojcem i sam zdecydowa≥ o tym !!!.";"14†sty†14†18:05";"Liczba g≥osÛw:12";"75%";"25%";NA;"75%";"#mark"
"311";"~Kruk :";"Aj Rysiu w koÒcu dojrzales tylko abyú jeszcze zmπdrza≥ to byú by≥ fest chlop chyba ze jakaú ciebie zgwalcila";"14†sty†14†18:03";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"312";"famija :";"Piszecie tutaj o zaletach poznego maciezynstwa. Wszystko bardzo fajnie. Jednak jest pewne ""ALE"". Napisze wam jak to wyglada ze strony dziecka takiego ""wiekowego"" rodzica, z mojej strony na przyklad. Moi rodzice zafundowali sobie pierwsze dziecko w wieku 40 lat ( byli rownolatkami). Wydawaloby sie wszystko fajnie, ale.... Zawsze odczuwalam roznice miedzy moimi rodzicami a rodzicami moich kolezanek i kolegow. Zawsze byli ci starsi. Zdarzalo sie wielokrotnie ze uwazani byli za dziadkow a nie za rodzicow. Nasze relacje tez odbiegaly od standartow... Ogolnie zostalam wspaniale wychowana i wyksztalcona... ale... wolalabym miec mlodszych rodzicow i cieszyc sie nimi dluzej. Sama urodzilam pierwsze dziecko majac 21 lat i teraz jestem szczesliwa, mloda i jeszcze pelna wigoru babcia dla mojego 6 letniego wnusia.";"14†sty†14†17:56";"Liczba g≥osÛw:8";"50%";"50%";NA;"50%";"#mark"
"313";"~Ona_i_Ja :";"Ja z mojπ paniπ zwiedziliúmy pÛ≥ úwiata zanim Ona w wieku 42 lat nie urodzi≥a úlicznego dzieciπtka. Ja mia≥em wtedy 56 lat. Teraz wracamy do tych miejsc z dzieckiem. Teraz nie øal nam, jak ""ma≥olaty"" obojga p≥ci szalejπ po úwiecie. My robiliúmy to samo. Teraz mamy wiÍcej cierpliwoúci i czasu dla naszego dziecka. Pozdrawiamy podobnych rodzicÛw.";"14†sty†14†17:51";"Liczba g≥osÛw:31";"83%";"16%";NA;"83%";"#mark"
"314";"~ell";"popieram ludzie to zawistne bestie ktÛrzy sa zapatrzeni tylko w siebie dobrze wiedzieÊ ze na swiecie sa jeszcze normalni ludzie pozdrawiam serdecznie";"14†sty†14†17:46";"Liczba g≥osÛw:2";"100%";"0%";"~pola:";"100%";"#mark"
"315";"~IN";"MOJA BABCIA I DZIADEK UMARLI W WIEKU 32 LAT.OSIEROCILI 4 DZIECI. TO MOZE TEZ EGOISTAMI BYLI BO NIE ZDAZYLI WYCHOWAC";"14†sty†14†17:40";"Liczba g≥osÛw:3";"66%";"33%";"~aza:";"66%";"#mark"
"316";"~x";"Zycie tej kobiety bylo krotkie ,ale dzieki dziecku na pewno bogatsze. Dziecka na szczescie nie usunieto ,a dano mu szanse. Kazde zasluguje na swoja szanse, a tu wszystko potoczylo sie dobrze,a kobieta pozostanie we wspomnieniu swego dziecka. To jest wlasnie prawdziwe zycie,zamiast kalkulacji. Zycie powinno nas niekiedy zaskakiwac, ale zawsze powinnismy sie z nim zmagac, nie dawac mu sie. Pamietac,,ze czlowiek rodzi sie do szczescia i do cierpienia.";"14†sty†14†17:39";"Liczba g≥osÛw:4";"100%";"0%";"~Magda:";"100%";"#mark"
"317";"~ja :";"Kto kiedy ma dziecko jego sprawa..czasem øycie siÍ tak uk≥ada,øe dopiero po 40 znajduje siÍ druga osoba, z ktÛra chce siÍ mieÊ dziecko...poza tym umrzeÊ rodzic moøe w kaødej chwili nawet ten m≥odszy......grunt,øe siÍ dziecko kocha i jest sie dobrym rodzicem:)";"14†sty†14†17:37";"Liczba g≥osÛw:18";"94%";"5%";NA;"94%";"#mark"
"318";"~singielka_33 :";"Nie kaødy spotyka odpowiedniego partnera w wieku 20 lat. Nie kaødy ma sta≥π, dobrze p≥atnπ pracÍ, pomimo wielu lat wyrzeczeÒ w postaci edukacji. Nie zawsze zdrowie pozwala, by cieszyÊ siÍ macierzyÒstwem tuø po 18. urodzinach. Czasem walka o dziecko jest trudniejsza, niø siÍ niektÛrym wydaje. Øal tylko serce úciska, gdy widzi siÍ i s≥yszy jak to kolejna pijana kobieta rodzi dziecko, a inna pijaczka katuje je na úmierÊ...Takie osoby majπ dzieci bez problemu. A normalny cz≥owiek czasem moøe sobie tylko pomarzyÊ o rodzicielstwie... Taki to niesprawiedliwy úwiat. A tym, przede wszystkim paniom, gratulacje, øe zosta≥y mamami, nierzadko po d≥ugiej walce o dziecko.";"14†sty†14†17:33";"Liczba g≥osÛw:278";"94%";"5%";NA;"94%";"#mark"
"319";"~sonnor :";"co z sza≥! mam 60 lat , corkÍ 18 lat - a syn 19 lat - poüno zaczπ≥em - po prostu siÍ nie k.....≥em. Dzieciaki wspania≥e i mπdre ponad øycie!";"14†sty†14†17:30";"Liczba g≥osÛw:6";"33%";"66%";NA;"66%";"#mark"
"320";"~ja :";"nicole juz wczesniej zostala mama adoptowanyc dzieci";"14†sty†14†17:30";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"321";"~fikus :";"URODZI£O siÍ bez g≥owy ale z plecami";"14†sty†14†17:24";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"322";"~BIG :";"kto jest OJCEM";"14†sty†14†17:24";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"323";"~mikol :";"w takim wieku to pewnie da≥n";"14†sty†14†17:22";"Liczba g≥osÛw:8";"12%";"87%";NA;"87%";"#mark"
"324";"~karlaq";"najwyrazniej nie rozumiesz wielu rzeczy, chocby tego, ze starsi rodzice niekoniecznie osieroca swoje dzieci wczesniej niz mlodzi, lub ze dziecko po 40tce to widzimisie.";"14†sty†14†17:22";"Liczba g≥osÛw:7";"71%";"28%";"~Anka:";"71%";"#mark"
"325";"~aza";"Trzeba w to wierzyÊ wtedy siÍ uda.Duøo radoúci z dzieciπtka i zdrowia.Niedawno dowiedzia≥am siÍ øe uda≥o mi siÍ pokonaÊ potwora.Bardzo siÍ z tego cieszÍ,moje dzieci i wnuki teø.Powodzenia i pozdrawiam.";"14†sty†14†17:22";"Liczba g≥osÛw:1";"100%";"0%";"~Milka:";"100%";"#mark"
"326";"~zigi";"To ja dam dobrπ radÍ - zak≥adaÊ øe mama, to najwyøej babcia uzna to za komplement ze m≥odo wyglπda. Poza tym nauczyciel -wychowawca powinien chyba poznaÊ na poczπtku roku szkolnego opiekunÛw swoich uczniÛw, ale co ja tam wiem .";"14†sty†14†17:20";"Liczba g≥osÛw:4";"100%";"0%";"~ja:";"100%";"#mark"
"327";"~KUBICA :";"MAM PYTANIE CO åWI TUJE KALISZ ?????";"14†sty†14†17:14";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"328";"~Milka";"Masz racje, z≥uje ze tak pozno urodzi≥am..szkoda ze nie ma rodzeÒstwa ale juø by≥o z apozno..no coz nawet m≥odzi rodzice umierajπ i chorujπ..mam nadzieje ze uda sie";"14†sty†14†17:13";"Liczba g≥osÛw:1";"100%";"0%";"~aza:";"100%";"#mark"
"329";"~ona21";"SamochÛd to rzecz kobieta to cz≥owiek czy twoja matka teø jest starym pud≥em, ktÛre naleøy wyrzuciÊ na úmietnik? a po za tym mÍøczyüni starzejπ siÍ tak samo jak kobiety jakoú nie widzÍ na ulicach atrakcyjnych panÛw 40+ tylko niestety ≥ysiejπcych i grubych z andropauzπ";"14†sty†14†17:11";"Liczba g≥osÛw:10";"90%";"10%";"~Donald:";"90%";"#mark"
"330";"~as :";"INNE OKULARY I ELTO JON";"14†sty†14†17:08";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"331";"~Rubia :";"Uwazam, ze nalezy dac zyc ludziom ich wlasnym zyciem, a zyc swoim. Pozwolic cieszyc sie ich szczesciem. Zajrzec najpierw do swojego ogrodka, a potem w czyims wypatrywac ""chwastow"". Jesli ktos jest szczesliwy, ze zostaje rodzicem nawet w tak poznym wieku jak pan Kalisz, to ja jestem z tego powodu dwa razy bardziej szczesliwa.";"14†sty†14†17:06";"Liczba g≥osÛw:9";"88%";"11%";NA;"88%";"#mark"
"332";"~iga :";"ma≥y kaliszaczek hahaha";"14†sty†14†16:56";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"333";"~Jorg :";"A kiedy Kalisza zabije pijany kierowca?";"14†sty†14†16:40";"Liczba g≥osÛw:6";"16%";"83%";NA;"83%";"#mark"
"334";"~aza";"Ciesz siÍ dzieckiem i dbaj o w≥asne zdrowie,bo bÍdzie ci d≥ugo potrzebne.Moim zdaniem to egoizm rodziÊ dzieci nie wiedzπc czy siÍ je zdπøy wychowaÊ.";"14†sty†14†16:39";"Liczba g≥osÛw:10";"30%";"70%";"~Milka:";"70%";"#mark"
"335";"~archimedes :";"......teø coú nadzwyczajnego.Ja mia≥em 43 lata .Ale ja nie jetem celebrytπ....";"14†sty†14†16:34";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"336";"~El :";"Dziecko Nicole Kidman urodzi≥a surogatka, nie ona sama.";"14†sty†14†16:32";"Liczba g≥osÛw:4";"75%";"25%";NA;"75%";"#mark"
"337";"~nela :";"Wszystkim rodzicom, tym m≥odym, tym úrednim i tym 'starszym' gratulujÍ i øyczÍ, øeby ich dzieci ros≥y zdrowo, a rodzicielstwo (pomimo trudÛw) przynios≥o wiele radoúci. Czy nie sπdzicie, øe úwiadome rodzicielstwo powinno nadejúÊ wtedy, gdy bÍdziemy na to gotowi? U jednych w wieku 20 lat, u innych 40. (Nie mam na myúli innych sytuacji, bo okolicznoúci w øyciu bywajπ rÛøne). Ja urodzi≥am pierwsze dziecko majπc lat 29, drugie 34 i uwielbiam byÊ mamπ, jednak mnie martwi inna rzecz, ktÛrej tu jeszcze nie wspomniano, mianowicie fakt, øe bÍdÍ najprawdopodobniej starπ babciπ. Sama staram siÍ babÊ nie naduøywaÊ, ale moja mama jest jeø przed 80-kπ, a teúciowa jest m≥oda, dopiero 64 lata, i tu widzÍ rÛønicÍ. Pozdrawiam wszystkich rodzicÛw i dziadkÛw.";"14†sty†14†16:31";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"338";"~Milka :";"a Rysio to rocznego synka taki grubiutki...czy wiÍcej?";"14†sty†14†16:31";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"339";"~basia :";"Ja jestem dzieckiem rodzicÛw po 40- tce. Byli najlepszymi rodzicami na úwiecie, cudownymi, mπdrymi ludümi. Dali mi tyle mi≥oúci, øe mog≥am obdzieliÊ niπ swoje dzieci i mÍøa. Niestety, ze wzglÍdu na ich wiek jestem jedynaczkπ i SIEROT•. Mam 42 lata, dwoje doros≥ych dzieci, a mπø od 4 lat pracuje poza Polskπ, bo tu by≥ za stary i za chory (mia≥ 47 lat i straci≥ pracÍ). Jestem bardzo samotna. Øa≥ujÍ, øe moi kochani Anio≥owie nie zostali rodzicami, jak byli m≥odzi - moøe mia≥abym rodzeÒstwo, a przede wszystkim ich. Bardzo mi ich brakuje";"14†sty†14†16:30";"Liczba g≥osÛw:282";"93%";"6%";NA;"93%";"#mark"
"340";"~ola :";"A ja myúla≥am øtr to wnuk p.Kalisza??????";"14†sty†14†16:30";"Liczba g≥osÛw:5";"80%";"20%";NA;"80%";"#mark"
"341";"~Kogut :";"Panie Ryszardzie gratulujÍ znajπcego siÍ na rzeczy sπsiada!";"14†sty†14†16:17";"Liczba g≥osÛw:6";"66%";"33%";NA;"66%";"#mark"
"342";"~Magda";"A ja siÍ z Ankπ zgadzam. Moja znajoma mia≥a 41 lat, kiedy zaliczy≥a wpadkÍ. Parπ z tym goúciem byli z doskoku. Kiedy ich syn mia≥ 10 lat, matka ch≥opca zmar≥a. Ojciec nie mia≥ ochoty siÍ zajmowaÊ synem. Ciπgali go od babki do ciotki... Na szczÍúcie tatuú siÍ oøeni≥ i nowa øona pokocha≥a to dziecko jak swoje.";"14†sty†14†16:14";"Liczba g≥osÛw:11";"63%";"36%";"~Anka:";"63%";"#mark"
"343";"~Modliszka";"To ≥atwo sprawdziÊ w dzisiejszej dobie";"14†sty†14†15:57";"Liczba g≥osÛw:1";"100%";"0%";"~Amira:";"100%";"#mark"
"344";"~bolek i lolek na drutach";"tak jakby mlodzi nie osierocALI SWOICH DZIECI:(pomysl kobieto jakie sterotypy myslowe powielasz:( a ile jest mlodych ktorzy w emocjonalny sposob osierocaja dzieci? to chyba gorsze niz smierc rodzicow, wiec przestan glupoty gadac i zajmij sie czyszczeniem framug bo duzo kurzu tam a jak kurz na framugach to i w glowie istad te mysli";"14†sty†14†15:56";"Liczba g≥osÛw:10";"70%";"30%";"~Anka:";"70%";"#mark"
"345";"~USA";"NIE SLYSZALEM ZEBY SIKALA W SEJMIE Z KOBIETAMI.............PODOBNO MU PISIOREK ODROSL....BEDZIE MOGL ROBIC DZIECI...............A BIEDRON BEDZIE GO KOCHAL OD TYLU.";"14†sty†14†15:53";"Liczba g≥osÛw:2";"50%";"50%";"~Modliszka:";"50%";"#mark"
"346";"~Amira";"Dziecko jest powodem do dumy, to najwiÍkszy skarb i radoúÊ";"14†sty†14†15:51";"Liczba g≥osÛw:9";"88%";"11%";"~kiki:";"88%";"#mark"
"347";"~Babcia takiej dwÛjki :";"Te kobiety po 40-tce nie majπ problemu z rodzeniem w tym wieku, bo wszystkie te porody odbywajπ siÍ nie drogπ naturalnπ, tylko przez tzw ""cesarskie ciÍcie"", a to jest ≥atwiejsze do przeprowadzenia.";"14†sty†14†15:50";"Liczba g≥osÛw:3";"66%";"33%";NA;"66%";"#mark"
"348";"~Modliszka";"Grodzka jest kobietπ, odpada";"14†sty†14†15:50";"Liczba g≥osÛw:4";"75%";"25%";"~USA:";"75%";"#mark"
"349";"~forum dzia≥a :";"(...)";"14†sty†14†15:50";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"350";"~anja :";"to straszne miec takich starych rodzicow! najpierw wstyd w przedszkolu i szkole, rodzicie nie mogli pomoc mi w nauce bo nic nie umieli, zawsze byli 20 lat do tylu i ja zylam jak w sredniowieczu gdzie kolezanki cieszyly sie barbie czy komputerem. a teraz zamiast zajmowac sie swoim dzieckiem to mam staruszke na glowie :(";"14†sty†14†15:50";"Liczba g≥osÛw:19";"15%";"84%";NA;"84%";"#mark"
"351";"~Amira";"Tego jak to siÍ dzieje to nie wie nikt, sπ rÛøne tezy. P≥eÊ mozna znaÊ jak juø jest w brzuchu ale co robiÊ to nie ma takiego mπdrego";"14†sty†14†15:50";"Liczba g≥osÛw:1";"100%";"0%";"~Iga:";"100%";"#mark"
"352";"~myslacy :";"o jakiej 40stce tu mowa jak ma prawie 60 lat ??";"14†sty†14†15:47";"Liczba g≥osÛw:1";"0%";"100%";NA;"100%";"#mark"
"353";"~Amira";"Dla mnie dziwne skπd te tytu≥y maja, bliøniaki koÒczy≥y bibliotekarstwo a tytu≥y prof z prawa a kiedy mieli na to czas na studiowanie, identycznie by≥o za komuny. Nawet co niektÛrzy nie wiedzieli jaki kierunek studjujπ";"14†sty†14†15:47";"Liczba g≥osÛw:0";"0%";"0%";"~USA:";NA;NA
"354";"~stara@ :";"Fajne dzieciaczki, ma≥a Go≥Íbiowska bardzo podobna do tatusia. Ja urodzi≥am wczeúniej ,dlatego bÍdÍ mia≥a szansÍ poznaÊ wiÍcej pokoleÒ moich potomkÛw.";"14†sty†14†15:45";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"355";"~Amira";"To prawda ustawi≥ siÍ dobrze w swoim øyciu i emerytura bÍdzie wysoka, syna zabezpieczy jak wiÍkszoúÊ w sejmie";"14†sty†14†15:44";"Liczba g≥osÛw:3";"100%";"0%";"~USA:";"100%";"#mark"
"356";"~USA";"NIKT NIE JEST DOSKONALY,,,,,,,CO DRUGI W POLSCE ZNICH TO ""PROFESOR"" I WYKSZTALCONY.";"14†sty†14†15:44";"Liczba g≥osÛw:0";"0%";"0%";"~Amira:";"odpowiedzi: 1";"/forum/pierwsze-dziecko-w-wieku-40-lat-i-wiecej,0,1059276,123738978,czytaj.html"
"357";"~Modliszka";"Co innego widzieÊ a co innego samemu stosowaÊ. Wiedzia≥am ze ty tylko znasz ze úwierszczykÛw ha ha ha";"14†sty†14†15:43";"Liczba g≥osÛw:1";"100%";"0%";"~USA:";"100%";"#mark"
"358";"~Amira";"Kalisz prawnik i nie da≥by siÍ wmanipulowaÊ obcemu komuú.";"14†sty†14†15:42";"Liczba g≥osÛw:2";"50%";"50%";"~USA:";"50%";"#mark"
"359";"~USA";"BO DURNE GOJE NA NIEGO CALE ZYCIE PRACOWALI I TA JEGO ZONA NIE MUSI PRACOWAC BO MA NIANKE DO WYCIERANIA IGNASIOWI OBSRANEGO TYLKA. TEN PALANT SIE NAGLE ZRONIL POBOZNY PRZED CHOINKA..........NIECH ROBI SOBIE ZDJECIE PRZED SYNAGOGA.";"14†sty†14†15:41";"Liczba g≥osÛw:3";"66%";"33%";"~Amira:";"66%";"#mark"
"360";"~Amira";"Nie ty, nie ja ale ktoú pomÛg≥ mu w≥adzÍ dostaÊ.";"14†sty†14†15:41";"Liczba g≥osÛw:2";"100%";"0%";"~USA:";"100%";"#mark"
"361";"~USA";"JA NA OBRZEZANCA NIGDY NIE GLOSOWWALEM.";"14†sty†14†15:40";"Liczba g≥osÛw:2";"100%";"0%";"~Amira:";"100%";"#mark"
"362";"~Amira";"A czy ktoú kogoú zmusza≥ z kolbπ przy skroni do wybierania tego pana? sami øeúcie wybrali do sejmu a ze sie napas≥ to druga sprawa jak wiÍkszoúÊ niestety. Chodzi mi o to ze zaopiekowa≥ siÍ kobietπ i synem o co najmniej sie po nim spodziewa≥am";"14†sty†14†15:39";"Liczba g≥osÛw:2";"100%";"0%";"~USA:";"100%";"#mark"
"363";"~Milka :";"a ja zosta≥am matka gdy mia≥am 40 lat corka sliczna piekna madra i do ojca podobna.. jestem samotna matka ale to mÛj najwiÍkszy skarb  dodam jeszcze ze ojciec mojej corki ma 50 lat obecnie corka chodzi do klasy pierwsze SP";"14†sty†14†15:38";"Liczba g≥osÛw:8";"75%";"25%";NA;"75%";"#mark"
"364";"~USA";"BIEDRONIA LUB GRODZKIEGO";"14†sty†14†15:37";"Liczba g≥osÛw:2";"50%";"50%";"~Amira:";"50%";"#mark"
"365";"~USA";"WIDZIALEM BIEDAKU 100 POZYCJI,,,,,ALE NA LAMPIE JEST NAJLEPSZA CIEMNOTO Z POLSKI";"14†sty†14†15:37";"Liczba g≥osÛw:2";"100%";"0%";"~Modliszka:";"100%";"#mark"
"366";"~USA";"TA MENDA KOSZERNA NIE MUSI SIE MARTWIC O EMERYTURE.";"14†sty†14†15:35";"Liczba g≥osÛw:2";"50%";"50%";"~kasia:";"50%";"#mark"
"367";"~Stomatolog :";"Nie lubiÍ Pana Kalisza przez jego kolegÍ z øÛ≥tymi zÍbami !";"14†sty†14†15:33";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"368";"~USA";"CO POKAZAL OJCOM......TA MENDA KOSZERNA NIGDY NIE PRACOWALA, TYLKO GOJE POLSKIE NA NIEGO PRACOWALI CALE ZYCIE.";"14†sty†14†15:33";"Liczba g≥osÛw:2";"100%";"0%";"~Amira:";"100%";"#mark"
"369";"~Iga :";"Same dziewczynki z matek po 40-tce......";"14†sty†14†15:31";"Liczba g≥osÛw:3";"33%";"66%";NA;"66%";"#mark"
"370";"~Modliszka";"Biedaku nie znasz widaÊ technik seksualnych i tylko po boøemu pukasz jeøeli w ogÛle pukasz na nie wa......ze úwierszczykiem";"14†sty†14†15:30";"Liczba g≥osÛw:1";"0%";"100%";"~USA:";"100%";"#mark"
"371";"~Amira";"ZdjÍcie przeczy wszystkim insynuacjom";"14†sty†14†15:28";"Liczba g≥osÛw:1";"100%";"0%";"~USA:";"100%";"#mark"
"372";"~Amira";"Najwaøniejsze kto by≥ ostatni i czyje jest DNA";"14†sty†14†15:28";"Liczba g≥osÛw:2";"100%";"0%";"~.:";"100%";"#mark"
